actorId,actorName,moviecount,ratingSum,normalizedMovieRank,googleHits,normalizedGoogleRank,normalizedRating
606,Rajit Kapoor,6,120,1,15900,1.037590027,1.591349959
607,Nassar Abdulla,6,120,1,7290,1.015380025,1.578690052
608,Snehal Dabi,7,140,1,1330,1,1.569929957
609,Sandali Sinha,4,120,1.97826004,0,NULL,1.557540059
610,Kader Khan,5,150,1.97826004,0,NULL,1.557540059
611,Rajeev Khandelwal,4,120,1.97826004,0,NULL,1.557540059
612,Anupama Verma,4,120,1.97826004,0,NULL,1.557540059
613,Anang Desai,4,120,1.97826004,0,NULL,1.557540059
614,Himesh Reshammiya,5,150,1.97826004,0,NULL,1.557540059
615,Bharati Achrekar,4,120,1.97826004,0,NULL,1.557540059
616,Ashish Vidyarthi,4,120,1.97826004,0,NULL,1.557540059
617,Purab Kohli,5,150,1.97826004,0,NULL,1.557540059
618,Ila Arun,5,140,1.782610059,0,NULL,1.446030021
619,Ram Kapoor,5,140,1.782610059,0,NULL,1.446030021
620,Manoj Joshi,5,140,1.782610059,0,NULL,1.446030021
621,Preeti Jhangiani,5,140,1.782610059,0,NULL,1.446030021
622,Jacky Bhagnani,5,140,1.782610059,0,NULL,1.446030021
623,Anuj Sawhney,4,110,1.733700037,0,NULL,1.418149948
624,Neha Sharma,5,130,1.586959958,0,NULL,1.334519982
625,Neena Gupta,4,100,1.48913002,0,NULL,1.27876997
626,Gajendra Chouhan,4,100,1.48913002,0,NULL,1.27876997
627,Perizaad Zorabian,4,100,1.48913002,0,NULL,1.27876997
628,Aryan Vaid,4,100,1.48913002,0,NULL,1.27876997
629,Prateik,4,100,1.48913002,0,NULL,1.27876997
630,Sayaji Shinde,4,100,1.48913002,0,NULL,1.27876997
631,Anita Hassandani,4,100,1.48913002,0,NULL,1.27876997
632,Pooja Batra,4,100,1.48913002,0,NULL,1.27876997
633,Vatsal Seth,5,120,1.391299963,0,NULL,1.223019958
634,Suman Ranganathan,5,120,1.391299963,0,NULL,1.223019958
635,Javed Jaffrey,5,120,1.391299963,0,NULL,1.223019958
636,Mukesh Bhatt,5,120,1.391299963,0,NULL,1.223019958
637,Arjan Bajwa,4,90,1.244570017,0,NULL,1.139379978
638,Kabir Bedi,4,90,1.244570017,0,NULL,1.139379978
639,Mukul Dev,4,90,1.244570017,0,NULL,1.139379978
640,Shawar Ali,4,90,1.244570017,0,NULL,1.139379978
641,Ayesha Jhulka,4,90,1.244570017,0,NULL,1.139379978
642,Rajesh Khanna,4,90,1.244570017,0,NULL,1.139379978
643,Birbal,4,90,1.244570017,0,NULL,1.139379978
644,Sayali Bhagat,4,90,1.244570017,0,NULL,1.139379978
645,Kiran Kumar,5,110,1.195649981,0,NULL,1.111510038
646,Chunky Pandey,5,110,1.195649981,0,NULL,1.111510038
647,Mandira Bedi,5,110,1.195649981,0,NULL,1.111510038
648,Makrand Deshpande,5,110,1.195649981,0,NULL,1.111510038
649,Aditya Srivastava,5,110,1.195649981,0,NULL,1.111510038
650,Nauheed Cyrusi,5,100,1,0,NULL,1
651,Abhay Bhargav,4,80,1,0,NULL,1
652,Prashant Narayanan,4,80,1,0,NULL,1
653,Puru Rajkumar,4,80,1,0,NULL,1
654,Rohini Hattangadi,4,80,1,0,NULL,1
655,Mukesh Ahuja,4,80,1,0,NULL,1
656,Nagesh Bhonsle,5,100,1,0,NULL,1
657,Shweta Bhardwaj,5,100,1,0,NULL,1
658,Vikas Anand,4,80,1,0,NULL,1
659,Akhilendra Mishra,4,80,1,0,NULL,1
660,Rituparna Sengupta,4,80,1,0,NULL,1
661,Hazel Croney,5,100,1,0,NULL,1
662,Harman Baweja,4,80,1,0,NULL,1
663,Sudha Chandran,4,80,1,0,NULL,1
664,Shabana Azmi,4,80,1,0,NULL,1
665,Benjamin Gilani,4,80,1,0,NULL,1
666,Dev Anand,4,80,1,0,NULL,1
667,Tanvi Azmi,4,80,1,0,NULL,1
668,Adi Irani,4,80,1,0,NULL,1
669,Achint Kaur,4,80,1,0,NULL,1
670,Yuvika Chaudhry,5,100,1,0,NULL,1
671,Pankaj Berry,5,100,1,0,NULL,1
672,Varun Dhawan,0,0,NULL,0,NULL,4.739999771
673,Nargis Fakhri,0,0,NULL,0,NULL,4.800000191
